"freq","word4","word3","word2","word1"
391304,"months","six","past","the"
391304,"years","six","past","the"
391304,"the","of","secrets","the"
391304,"from","is","sentiment","the"
391304,"about","say","to","things"
391304,"a","as","act","to"
391304,"from","removed","be","to"
391304,"the","of","many","to"
391304,"need","in","those","to"
391304,"are","you","if","tonight"
391304,"a","by","followed","was"
391304,"a","by","struck","was"
391304,"get","to","managed","we"
391304,"so","there","are","why"
391304,"for","waiting","be","will"
391304,"with","up","end","would"
391304,"a","me","give","would"
391304,"the","change","can","you"
391304,"the","for","plans","your"
390804,"for","looking","are","we"
390625,"like","also","would","i"
390625,"in","day","this","on"
390243,"you","of","many","as"
390243,"the","from","away","far"
390243,"be","never","will","it"
390243,"the","for","waiting","just"
390243,"to","had","we","so"
390243,"you","hope","i","well"
389830,"of","face","the","in"
389830,"the","of","one","for"
389830,"ago","weeks","couple","a"
389830,"want","really","you","if"
388888,"for","up","sign","to"
388888,"to","happy","was","i"
388888,"i","news","other","in"
388888,"to","money","the","have"
388888,"it","do","we","how"
388888,"that","obvious","is","it"
388888,"think","u","do","what"
388888,"the","in","happens","what"
388888,"am","i","fan","a"
388888,"i","so","lot","a"
388888,"would","that","plan","a"
388888,"is","that","product","a"
388888,"getting","now","just","am"
388888,"if","wonder","i","and"
388888,"what","matter","no","and"
388888,"into","it","turn","and"
388888,"they","do","why","and"
388888,"can","i","way","any"
388888,"the","at","available","are"
388888,"i","things","the","are"
388888,"not","does","he","as"
388888,"older","get","you","as"
388888,"to","chance","the","at"
388888,"see","to","interested","be"
388888,"that","believe","i","because"
388888,"to","need","i","because"
388888,"for","leave","i","before"
388888,"else","anyone","than","better"
388888,"for","up","sign","can"
388888,"school","from","home","come"
388888,"to","going","is","day"
388888,"just","really","i","did"
388888,"in","belong","not","do"
388888,"the","in","it","doing"
388888,"right","is","what","doing"
388888,"thing","same","the","done"
388888,"are","there","though","even"
388888,"to","can","i","everything"
388888,"are","you","hope","follow"
388888,"th","my","being","for"
388888,"the","at","be","gonna"
388888,"my","in","it","have"
388888,"few","a","quite","have"
388888,"you","give","will","he"
388888,"is","it","but","here"
388888,"a","it","give","i"
388888,"it","make","i","if"
388888,"the","to","opposition","in"
388888,"past","recent","the","in"
388888,"in","step","a","is"
388888,"to","time","it","is"
388888,"so","number","my","is"
388888,"announce","to","pleased","is"
388888,"is","it","all","it"
388888,"you","give","will","it"
388888,"up","me","hit","just"
388888,"on","updated","you","keep"
388888,"i","course","of","lol"
388888,"to","donation","a","make"
388888,"great","a","have","me"
388888,"i","if","that","me"
388888,"in","million","as","much"
388888,"not","are","we","no"
388888,"to","what","knowing","not"
388888,"yet","it","read","not"
388888,"know","to","getting","of"
388888,"class","working","the","of"
388888,"the","in","water","of"
388888,"can","we","way","only"
388888,"the","of","aspects","other"
388888,"can","you","where","place"
388888,"is","he","that","see"
388888,"am","i","up","shut"
388888,"you","time","next","so"
388888,"be","will","we","soon"
388888,"that","say","to","suffice"
388888,"people","with","yourself","surround"
388888,"not","do","you","thank"
388888,"you","love","you","thank"
388888,"for","advance","in","thanks"
388888,"i","time","every","that"
388888,"the","of","centerpiece","the"
388888,"the","of","complexity","the"
388888,"second","or","first","the"
388888,"of","opening","grand","the"
388888,"windpool","carolina","south","the"
388888,"rays","bay","tampa","the"
388888,"are","things","way","the"
388888,"been","has","year","this"
388888,"the","from","away","time"
388888,"not","could","i","time"
388888,"by","inspired","be","to"
388888,"else","someone","be","to"
388888,"in","lost","get","to"
388888,"the","in","make","to"
388888,"you","that","you","told"
388888,"law","the","with","trouble"
388888,"year","next","until","wait"
388888,"are","you","think","we"
388888,"that","consider","you","when"
388888,"the","consider","you","when"
388888,"new","our","on","working"
388888,"to","difficult","be","would"
388888,"to","have","probably","would"
388888,"can","you","so","you"
388888,"the","seen","ve","you"
388888,"the","into","walk","you"
388429,"to","possible","is","it"
388235,"of","top","the","to"
387755,"to","back","way","the"
387323,"a","give","not","do"
387096,"time","second","the","for"
387096,"of","heard","you","have"
387096,"to","have","will","they"
387096,"the","to","loss","a"
387096,"been","not","has","and"
387096,"be","can","it","and"
387096,"am","i","no","and"
387096,"is","one","this","and"
387096,"the","in","done","have"
387096,"to","blessed","am","i"
387096,"though","as","feel","i"
387096,"would","they","wish","i"
387096,"of","time","a","in"
387096,"the","of","part","integral"
387096,"will","i","and","know"
387096,"a","have","really","not"
387096,"will","we","day","one"
387096,"field","the","from","percent"
387096,"are","we","here","so"
387096,"budget","the","balance","to"
387096,"public","general","the","to"
387096,"the","off","turn","to"
387096,"your","out","check","will"
386666,"it","enjoyed","you","glad"
386363,"world","the","around","all"
386363,"right","own","its","in"
386363,"weeks","two","than","less"
386363,"of","side","one","on"
386363,"the","of","opening","the"
386363,"announced","be","will","winner"
386243,"the","of","copy","a"
386138,"the","in","best","the"
385964,"i","not","did","why"
385416,"the","of","one","that"
385321,"have","all","you","hope"
384615,"in","stuck","am","i"
384615,"is","it","day","the"
384615,"the","on","sit","to"
384615,"with","call","conference","a"
384615,"of","example","an","as"
384615,"honest","be","to","but"
384615,"it","thought","just","i"
384615,"say","to","is","which"
384615,"for","ready","getting","are"
384615,"as","people","many","as"
384615,"few","a","just","for"
384615,"plane","a","on","get"
384615,"from","email","an","got"
384615,"a","have","to","got"
384615,"day","fabulous","a","have"
384615,"to","feels","it","how"
384615,"more","much","am","i"
384615,"why","understand","can","i"
384615,"for","excuse","no","is"
384615,"if","wonder","me","makes"
384615,"the","of","one","me"
384615,"the","to","back","moved"
384615,"i","much","how","realize"
384615,"got","have","you","said"
384615,"cool","to","aside","set"
384615,"like","look","to","starting"
384615,"the","of","mission","the"
384615,"the","into","move","to"
384615,"to","go","and","up"
384615,"a","have","to","way"
384615,"the","to","danger","a"
384615,"the","of","discussion","a"
384615,"the","to","gift","a"
384615,"with","meeting","great","a"
384615,"of","level","higher","a"
384615,"a","and","hug","a"
384615,"from","break","little","a"
384615,"the","on","place","a"
384615,"to","down","trip","a"
384615,"in","point","turning","a"
384615,"i","because","while","a"
384615,"i","but","this","about"
384615,"am","i","like","act"
384615,"work","at","day","all"
384615,"who","people","those","all"
384615,"not","is","that","although"
384615,"and","old","years","am"
384615,"lt","amp","gt","amp"
384615,"the","of","founder","and"
384615,"me","gave","he","and"
384615,"to","began","i","and"
384615,"wait","cant","i","and"
384615,"to","tried","i","and"
384615,"fun","the","join","and"
384615,"is","there","now","and"
384615,"not","do","still","and"
384615,"the","for","support","and"
384615,"the","includes","that","and"
384615,"it","love","they","and"
384615,"is","it","why","and"
384615,"the","for","plans","any"
384615,"that","odds","the","are"
384615,"rule","general","a","as"
384615,"do","always","i","as"
384615,"is","nation","the","as"
384615,"i","when","well","as"
384615,"the","is","what","asked"
384615,"the","on","least","at"
384615,"the","when","night","at"
384615,"library","main","the","at"
384615,"risk","own","your","at"
384615,"you","about","things","bad"
384615,"bounds","of","out","ball"
384615,"the","of","out","ball"
384615,"the","over","all","be"
384615,"with","home","at","be"
384615,"the","by","determined","be"
384615,"for","accountable","held","be"
384615,"me","gives","it","because"
384615,"since","week","a","been"
384615,"the","by","inspired","been"
384615,"the","of","use","best"
384615,"of","years","and","between"
384615,"am","i","but","book"
384615,"life","to","back","brought"
384615,"that","added","he","but"
384615,"is","it","hey","but"
384615,"than","often","more","but"
384615,"is","there","then","but"
384615,"not","should","they","but"
384615,"day","next","the","by"
384615,"and","one","the","by"
384615,"the","to","return","can"
384615,"and","up","wake","can"
384615,"it","feel","you","can"
384615,"the","feel","you","can"
384615,"am","i","that","clear"
384615,"the","from","in","coming"
384615,"out","check","to","decided"
384615,"the","protect","to","designed"
384615,"two","the","between","differences"
384615,"have","not","they","do"
384615,"in","live","not","does"
384615,"thing","same","the","does"
384615,"and","street","th","east"
384615,"about","say","to","else"
384615,"ever","ever","ever","ever"
384615,"own","their","has","everyone"
384615,"been","have","i","excited"
384615,"the","at","day","first"
384615,"the","with","in","fit"
384615,"you","if","back","follow"
384615,"drive","test","a","for"
384615,"is","it","example","for"
384615,"field","the","from","for"
384615,"eve","years","new","for"
384615,"good","own","our","for"
384615,"years","two","over","for"
384615,"am","i","sharing","for"
384615,"the","of","copy","free"
384615,"your","add","to","free"
384615,"they","way","the","from"
384615,"the","for","thanks","fun"
384615,"up","all","it","give"
384615,"the","to","directly","go"
384615,"fast","so","by","going"
384615,"slow","so","by","going"
384615,"am","i","well","going"
384615,"i","tomorrow","luck","good"
384615,"is","how","morning","good"
384615,"a","in","caught","got"
384615,"the","in","caught","got"
384615,"fight","a","in","got"
384615,"the","of","most","got"
384615,"from","idea","the","got"
384615,"is","brown","jerry","gov"
384615,"a","was","he","guy"
384615,"high","career","a","had"
384615,"on","impact","an","had"
384615,"the","write","to","had"
384615,"am","i","decided","have"
384615,"of","thought","never","have"
384615,"few","a","only","have"
384615,"comment","to","declined","he"
384615,"than","better","is","he"
384615,"how","me","taught","he"
384615,"a","have","to","him"
384615,"the","leave","to","him"
384615,"a","be","to","himself"
384615,"the","on","off","hold"
384615,"a","have","to","how"
384615,"the","spending","am","i"
384615,"my","for","bought","i"
384615,"up","pick","can","i"
384615,"to","talk","can","i"
384615,"know","even","didnt","i"
384615,"to","come","had","i"
384615,"got","still","have","i"
384615,"to","needed","just","i"
384615,"that","was","knew","i"
384615,"i","because","know","i"
384615,"the","in","looked","i"
384615,"not","do","normally","i"
384615,"a","take","should","i"
384615,"the","on","started","i"
384615,"was","there","thought","i"
384615,"to","her","took","i"
384615,"and","it","tried","i"
384615,"of","all","want","i"
384615,"longer","no","was","i"
384615,"about","think","will","i"
384615,"of","think","will","i"
384615,"way","my","on","im"
384615,"is","child","a","in"
384615,"zone","war","a","in"
384615,"i","school","middle","in"
384615,"can","i","so","in"
384615,"aftermath","immediate","the","in"
384615,"should","it","as","is"
384615,"soon","up","catch","is"
384615,"a","have","gonna","is"
384615,"to","have","gonna","is"
384615,"possible","even","it","is"
384615,"miami","to","moving","is"
384615,"he","where","not","is"
384615,"a","been","only","is"
384615,"for","small","too","is"
384615,"it","and","true","is"
384615,"the","to","visit","is"
384615,"the","all","and","it"
384615,"it","make","and","it"
384615,"the","in","did","it"
384615,"to","used","i","it"
384615,"you","if","is","it"
384615,"how","surprising","is","it"
384615,"bit","a","looks","it"
384615,"day","bad","a","just"
384615,"you","sure","making","just"
384615,"what","know","never","just"
384615,"in","it","put","just"
384615,"block","the","on","kid"
384615,"to","you","of","kind"
384615,"with","team","the","led"
384615,"a","take","us","let"
384615,"years","for","there","lived"
384615,"is","it","time","long"
384615,"was","it","time","long"
384615,"about","talk","of","lot"
384615,"that","all","of","love"
384615,"year","this","it","make"
384615,"better","even","it","makes"
384615,"more","even","it","makes"
384615,"where","not","is","man"
384615,"you","have","times","many"
384615,"you","old","how","matter"
384615,"say","they","what","matter"
384615,"the","of","one","maybe"
384615,"follow","ill","and","me"
384615,"thing","same","the","me"
384615,"more","learn","to","me"
384615,"me","to","sense","more"
384615,"been","have","not","must"
384615,"up","hurry","to","need"
384615,"same","the","been","never"
384615,"to","back","go","never"
384615,"you","if","know","never"
384615,"all","to","thanks","night"
384615,"the","on","one","no"
384615,"speak","to","authorized","not"
384615,"that","like","be","not"
384615,"to","it","expect","not"
384615,"the","for","go","not"
384615,"any","of","know","not"
384615,"was","it","realize","not"
384615,"no","is","there","not"
384615,"are","you","worry","not"
384615,"be","will","and","now"
384615,"is","mother","his","of"
384615,"the","in","money","of"
384615,"is","obama","president","of"
384615,"cities","twin","the","of"
384615,"be","would","what","of"
384615,"today","like","days","on"
384615,"lives","our","in","on"
384615,"and","size","the","on"
384615,"the","on","is","one"
384615,"with","work","to","opportunity"
384615,"to","want","i","out"
384615,"for","character","of","out"
384615,"other","each","of","out"
384615,"door","front","the","out"
384615,"i","work","of","piece"
384615,"an","me","send","please"
384615,"a","with","us","provided"
384615,"the","on","pressure","put"
384615,"can","i","hope","really"
384615,"the","enjoy","and","relax"
384615,"am","i","rt","rt"
384615,"to","hopes","he","said"
384615,"i","much","how","say"
384615,"the","in","me","see"
384615,"the","find","to","seem"
384615,"to","me","to","seemed"
384615,"can","you","as","so"
384615,"just","you","things","some"
384615,"a","was","it","still"
384615,"hope","i","by","stopping"
384615,"are","there","that","sure"
384615,"the","all","for","thankful"
384615,"a","in","resulted","that"
384615,"wrong","is","something","that"
384615,"the","before","was","that"
384615,"i","what","was","that"
384615,"the","in","children","the"
384615,"the","of","debut","the"
384615,"the","of","disappearance","the"
384615,"the","of","entirety","the"
384615,"your","love","follow","the"
384615,"my","of","girl","the"
384615,"of","point","high","the"
384615,"the","of","horrors","the"
384615,"the","on","impact","the"
384615,"of","shore","north","the"
384615,"my","in","pain","the"
384615,"of","number","same","the"
384615,"god","of","things","the"
384615,"the","in","are","there"
384615,"the","see","to","there"
384615,"for","perfect","are","they"
384615,"not","are","we","thing"
384615,"a","for","blog","this"
384615,"about","say","to","this"
384615,"the","for","thanks","though"
384615,"the","after","years","three"
384615,"of","streets","the","through"
384615,"the","on","appear","to"
384615,"the","in","arrive","to"
384615,"people","many","as","to"
384615,"of","scared","be","to"
384615,"the","from","benefit","to"
384615,"the","into","buy","to"
384615,"am","i","die","to"
384615,"the","winning","for","to"
384615,"for","funds","raise","to"
384615,"a","as","run","to"
384615,"is","it","school","to"
384615,"the","to","the","to"
384615,"some","in","throw","to"
384615,"home","from","work","to"
384615,"of","episode","is","tonight"
384615,"is","russa","la","tony"
384615,"too","or","much","too"
384615,"to","work","much","too"
384615,"up","catch","to","try"
384615,"the","beat","to","trying"
384615,"chance","a","get","u"
384615,"law","of","school","university"
384615,"of","last","the","up"
384615,"know","to","everyone","want"
384615,"in","stay","to","wanted"
384615,"a","with","left","was"
384615,"a","with","made","was"
384615,"of","because","not","was"
384615,"fun","much","to","way"
384615,"the","to","came","we"
384615,"have","not","might","we"
384615,"peace","for","pray","we"
384615,"a","got","i","week"
384615,"i","think","i","week"
384615,"of","all","to","welcome"
384615,"you","not","does","what"
384615,"the","what","the","what"
384615,"to","talk","i","when"
384615,"began","all","it","where"
384615,"found","be","to","where"
384615,"the","of","one","which"
384615,"knows","me","knows","who"
384615,"a","writing","be","will"
384615,"the","with","start","will"
384615,"off","walk","a","with"
384615,"them","of","each","with"
384615,"the","at","him","with"
384615,"and","friends","old","with"
384615,"and","paper","parchment","with"
384615,"i","so","them","with"
384615,"two","last","the","won"
384615,"harder","little","a","work"
384615,"to","something","be","would"
384615,"of","mother","old","year"
384615,"am","i","and","yesterday"
384615,"the","at","all","you"
384615,"of","afraid","are","you"
384615,"to","afraid","are","you"
384615,"up","growing","are","you"
384615,"to","sure","are","you"
384615,"to","begin","can","you"
384615,"to","wait","cannot","you"
384615,"your","enjoyed","have","you"
384615,"here","it","heard","you"
384615,"not","could","i","you"
384615,"soon","as","know","you"
384615,"me","to","mean","you"
384615,"it","into","put","you"
384615,"the","on","see","you"
384615,"a","create","to","you"
384615,"like","i","face","your"
384615,"the","on","hands","your"
384000,"be","not","will","we"
383928,"the","of","part","the"
383838,"about","talk","to","want"
383823,"think","you","do","what"
383720,"please","please","please","please"
383333,"is","it","if","and"
383333,"the","of","some","for"
382978,"to","went","i","and"
382978,"the","of","one","but"
382978,"beginning","very","the","from"
382978,"ways","many","so","in"
382978,"could","i","if","now"
382978,"who","those","all","to"
382812,"to","day","mothers","happy"
382608,"the","of","some","and"
382608,"way","good","a","in"
382352,"time","the","all","it"
382352,"i","when","remember","i"
382352,"is","it","that","say"
382352,"the","of","names","the"
382352,"the","of","all","almost"
382352,"i","when","then","and"
382352,"thing","same","the","did"
382352,"the","through","way","half"
382352,"to","down","sat","i"
382352,"a","in","place","takes"
382352,"been","have","i","weeks"
382352,"it","make","could","you"
382222,"the","of","time","the"
382022,"the","of","out","got"
381818,"is","it","it","about"
381818,"a","is","result","the"
381578,"i","what","is","here"
380952,"to","want","i","all"
380952,"the","at","time","great"
380952,"i","if","as","feel"
380952,"to","good","so","feels"
380952,"you","sure","make","just"
380952,"on","out","miss","not"
380952,"for","have","must","a"
380952,"for","day","sad","a"
380952,"the","attend","to","able"
380952,"the","hit","to","about"
380952,"am","i","it","admit"
380952,"his","and","he","and"
380952,"have","may","i","and"
380952,"know","you","let","and"
380952,"of","power","the","and"
380952,"of","winner","the","announce"
380952,"time","wrong","the","at"
380952,"a","being","to","back"
380952,"name","the","remember","cannot"
380952,"back","text","not","do"
380952,"to","appear","not","does"
380952,"means","that","if","even"
380952,"beholder","the","of","eye"
380952,"friends","and","members","family"
380952,"is","daughter","my","for"
380952,"of","bit","a","get"
380952,"the","in","happened","has"
380952,"with","up","you","hook"
380952,"to","afford","cannot","i"
380952,"a","took","just","i"
380952,"you","save","will","i"
380952,"it","appreciate","would","i"
380952,"you","let","would","i"
380952,"field","medical","the","in"
380952,"corner","the","around","is"
380952,"a","as","described","is"
380952,"to","time","no","is"
380952,"from","different","very","is"
380952,"be","to","yet","is"
380952,"the","on","down","it"
380952,"a","basically","is","it"
380952,"a","from","was","it"
380952,"not","did","i","know"
380952,"to","link","a","me"
380952,"i","only","if","now"
380952,"will","i","on","now"
380952,"age","certain","a","of"
380952,"of","council","the","of"
380952,"channel","history","the","on"
380952,"ages","all","of","people"
380952,"good","a","not","probably"
380952,"booth","our","by","stop"
380952,"context","of","out","taken"
380952,"government","federal","the","that"
380952,"the","of","aim","the"
380952,"be","will","day","the"
380952,"to","woman","first","the"
380952,"i","time","longest","the"
380952,"that","is","matter","the"
380952,"the","of","mercy","the"
380952,"the","of","request","the"
380952,"the","for","season","the"
380952,"the","into","way","their"
380952,"the","to","came","they"
380952,"the","to","went","they"
380952,"the","to","adjust","to"
380952,"more","even","be","to"
380952,"of","class","the","to"
380952,"and","him","to","up"
380952,"the","to","up","walked"
380952,"could","i","all","was"
380952,"it","want","you","way"
380952,"the","to","headed","we"
380952,"be","will","i","weekend"
380952,"the","in","was","what"
380952,"tweeting","live","be","will"
380952,"to","take","it","will"
380952,"the","in","up","woke"
380952,"a","in","result","would"
380952,"a","seen","ever","you"
380952,"a","won","have","you"
380952,"own","your","make","you"
380434,"will","i","sure","am"
380434,"to","got","ve","you"
380000,"two","or","hour","an"
379310,"the","of","wake","the"
379310,"who","people","are","there"
379310,"the","in","child","a"
379310,"of","level","high","a"
379310,"it","find","i","but"
379310,"me","to","up","came"
379310,"the","out","check","can"
379310,"me","to","up","come"
379310,"world","the","in","country"
379310,"of","president","vice","executive"
379310,"the","in","out","it"
379310,"i","when","was","it"
379310,"i","but","why","know"
379310,"to","thanks","night","last"
379310,"the","all","to","luck"
379310,"is","it","it","on"
379310,"side","south","the","on"
379310,"could","i","wish","really"
379310,"a","of","purchase","the"
379310,"you","into","run","to"
379310,"it","rains","it","when"
379310,"a","had","ever","you"
379310,"it","on","name","your"
379310,"the","to","way","your"
379032,"was","it","knew","i"
379032,"this","do","is","let"
378787,"to","fun","is","it"
378378,"i","but","sorry","am"
378378,"a","it","call","and"
378378,"world","the","change","can"
378378,"term","short","the","in"
378378,"want","you","what","say"
378378,"me","let","not","would"
377952,"same","the","at","but"
377777,"our","out","check","come"
377777,"be","to","means","it"
377777,"times","many","how","matter"
377777,"life","my","in","on"
377358,"i","said","being","that"
376906,"time","great","a","had"
375939,"is","it","though","even"
375000,"about","feel","i","how"
375000,"to","go","wanna","i"
375000,"the","of","part","was"
375000,"are","we","now","right"
375000,"be","to","seem","they"
375000,"be","to","day","great"
375000,"the","of","each","in"
375000,"start","good","a","to"
375000,"no","got","not","ai"
375000,"i","that","for","and"
375000,"am","i","like","feels"
375000,"to","asked","was","i"
375000,"to","want","u","if"
375000,"the","in","now","is"
375000,"i","if","asked","and"
375000,"a","you","give","and"
375000,"the","to","close","as"
375000,"not","do","you","as"
375000,"to","have","i","before"
375000,"and","eyes","your","close"
375000,"you","if","mean","i"
375000,"of","bowl","the","in"
375000,"to","enough","good","is"
375000,"is","that","and","it"
375000,"you","where","matter","no"
375000,"east","middle","the","of"
375000,"road","the","on","show"
375000,"be","not","should","they"
375000,"the","for","thanks","time"
375000,"done","things","get","to"
375000,"is","it","think","to"
375000,"are","you","when","up"
375000,"was","he","said","who"
375000,"for","choice","good","a"
375000,"the","in","run","a"
375000,"the","of","version","a"
375000,"thing","only","the","about"
375000,"i","reason","the","and"
375000,"is","it","but","day"
375000,"to","have","i","did"
375000,"my","in","seen","ever"
375000,"happen","to","that","for"
375000,"the","into","back","getting"
375000,"a","write","to","going"
375000,"to","nice","been","have"
375000,"of","out","is","he"
375000,"the","about","talked","he"
375000,"about","worried","am","i"
375000,"was","she","knew","i"
375000,"good","a","never","is"
375000,"the","and","office","is"
375000,"most","the","perhaps","is"
375000,"to","answer","the","is"
375000,"thing","cutest","the","is"
375000,"is","it","as","it"
375000,"a","with","comes","it"
375000,"of","many","so","like"
375000,"a","give","to","like"
375000,"the","of","each","of"
375000,"today","ago","year","one"
375000,"on","move","to","ready"
375000,"i","that","me","reminded"
375000,"pm","at","starts","show"
375000,"the","of","control","take"
375000,"to","have","will","that"
375000,"which","of","least","the"
375000,"the","of","soul","the"
375000,"is","it","but","this"
375000,"i","when","is","this"
375000,"a","was","there","time"
375000,"the","for","thanks","to"
375000,"government","federal","the","to"
375000,"that","know","do","we"
375000,"to","wanted","he","what"
375000,"is","it","if","what"
375000,"to","want","you","whatever"
375000,"to","have","i","will"
375000,"for","passion","a","with"
375000,"me","made","just","you"
375000,"two","or","drink","a"
375000,"that","believer","firm","a"
375000,"with","relationship","good","a"
375000,"the","for","lawyer","a"
375000,"is","it","lot","a"
375000,"the","on","man","a"
375000,"the","at","peek","a"
375000,"and","now","year","a"
375000,"born","was","i","after"
375000,"the","for","ready","all"
375000,"to","birthday","happy","and"
375000,"you","gives","it","and"
375000,"reserve","federal","the","and"
375000,"the","in","women","and"
375000,"i","that","is","answer"
375000,"of","day","other","any"
375000,"they","what","and","are"
375000,"of","some","just","are"
375000,"block","the","in","arrested"
375000,"forward","move","we","as"
375000,"pace","own","my","at"
375000,"to","entrance","the","at"
375000,"have","to","nice","been"
375000,"you","hope","i","birthday"
375000,"for","order","in","but"
375000,"the","of","many","but"
375000,"get","you","once","but"
375000,"i","more","the","but"
375000,"i","that","say","cannot"
375000,"am","i","wait","cannot"
375000,"the","of","up","close"
375000,"your","get","and","come"
375000,"president","the","and","congress"
375000,"life","my","of","days"
375000,"back","head","to","decided"
375000,"that","do","they","do"
375000,"the","as","such","events"
375000,"with","work","to","excited"
375000,"the","in","back","finally"
375000,"post","blog","a","for"
375000,"is","men","the","for"
375000,"are","here","ado","further"
375000,"the","on","you","get"
375000,"work","to","go","gotta"
375000,"the","with","night","great"
375000,"a","in","up","grow"
375000,"about","heard","not","had"
375000,"ceiling","the","from","hanging"
375000,"find","to","pressed","hard"
375000,"the","be","to","hate"
375000,"to","way","a","have"
375000,"know","to","gotten","have"
375000,"up","catch","to","have"
375000,"about","hear","to","have"
375000,"a","like","looked","he"
375000,"by","hit","was","he"
375000,"it","about","all","hear"
375000,"the","in","work","his"
375000,"to","embarrassed","am","i"
375000,"a","write","could","i"
375000,"though","as","felt","i"
375000,"about","heard","first","i"
375000,"myself","find","still","i"
375000,"say","may","i","if"
375000,"so","more","not","if"
375000,"it","think","i","in"
375000,"the","for","thanks","in"
375000,"a","doing","in","interested"
375000,"of","state","a","is"
375000,"my","on","sitting","is"
375000,"of","couple","a","it"
375000,"is","this","but","it"
375000,"the","all","has","it"
375000,"to","exciting","is","it"
375000,"way","other","the","it"
375000,"to","point","a","make"
375000,"block","the","in","march"
375000,"information","more","for","me"
375000,"the","to","according","million"
375000,"forget","not","do","morning"
375000,"that","crossed","fingers","my"
375000,"on","is","money","my"
375000,"i","account","new","my"
375000,"the","for","york","new"
375000,"that","organization","profit","non"
375000,"the","of","most","of"
375000,"is","daughter","my","of"
375000,"of","kind","this","of"
375000,"the","on","time","of"
375000,"a","in","that","on"
375000,"that","idea","the","on"
375000,"period","same","the","over"
375000,"life","my","of","parts"
375000,"able","be","should","people"
375000,"a","be","to","proving"
375000,"together","all","it","put"
375000,"top","the","in","ranked"
375000,"request","a","to","respond"
375000,"that","is","thing","sad"
375000,"goes","that","how","see"
375000,"a","having","is","she"
375000,"am","i","when","sleep"
375000,"been","have","far","so"
375000,"have","we","now","so"
375000,"the","in","be","still"
375000,"look","good","a","take"
375000,"the","by","over","taken"
375000,"we","that","us","tell"
375000,"be","should","it","than"
375000,"with","wrong","is","that"
375000,"the","of","authors","the"
375000,"is","it","best","the"
375000,"me","of","better","the"
375000,"the","between","connection","the"
375000,"the","of","facts","the"
375000,"be","will","future","the"
375000,"have","you","life","the"
375000,"his","of","palm","the"
375000,"i","side","plus","the"
375000,"year","straight","second","the"
375000,"the","by","time","the"
375000,"at","that","do","they"
375000,"is","it","and","this"
375000,"for","thanks","year","this"
375000,"me","know","who","those"
375000,"by","replaced","be","to"
375000,"about","thinking","be","to"
375000,"family","and","friends","to"
375000,"much","as","get","to"
375000,"by","noticed","get","to"
375000,"the","of","hear","to"
375000,"he","when","him","to"
375000,"the","down","put","to"
375000,"going","was","what","to"
375000,"am","i","night","tomorrow"
375000,"is","it","bad","too"
375000,"the","of","all","up"
375000,"you","when","know","us"
375000,"no","is","there","us"
375000,"the","with","pleased","very"
375000,"it","in","be","wanna"
375000,"the","with","pleased","was"
375000,"about","excited","really","was"
375000,"the","on","still","was"
375000,"the","in","working","was"
375000,"we","like","feel","we"
375000,"had","everyone","hope","we"
375000,"few","a","only","were"
375000,"be","will","we","where"
375000,"that","me","told","who"
375000,"the","on","was","who"
375000,"free","you","set","will"
375000,"is","it","and","with"
375000,"said","matter","the","with"
375000,"not","did","i","yeah"
375000,"to","free","are","you"
375000,"me","email","can","you"
375000,"to","coming","for","you"
375000,"heard","probably","have","you"
375000,"me","join","will","you"
375000,"us","join","will","you"
375000,"my","make","would","you"
374358,"i","honest","be","to"
373493,"a","than","more","little"
373134,"the","to","on","move"
372881,"i","admit","must","i"
372881,"was","it","that","me"
372881,"to","need","i","what"
372549,"of","board","the","of"
372549,"been","have","could","that"
372093,"to","start","great","a"
372093,"world","the","in","anywhere"
372093,"of","front","the","at"
372093,"not","did","we","but"
372093,"it","know","just","i"
372093,"be","still","would","i"
372093,"hour","an","than","more"
372093,"the","of","aftermath","the"
372093,"the","in","point","this"
372093,"to","needed","i","what"
371428,"the","to","letter","a"
371428,"followers","more","need","i"
371428,"about","excited","very","am"
371428,"last","the","spent","have"
371428,"the","to","comparison","in"
371428,"mean","would","it","me"
371428,"to","way","your","on"
371428,"a","spend","to","way"
370992,"could","i","wish","i"
370967,"a","as","thing","such"
370967,"with","up","put","to"
370967,"on","announced","be","will"
370370,"are","they","sure","make"
370370,"the","from","street","the"
370370,"back","you","follow","will"
370370,"the","in","re","you"
370370,"pick","round","first","a"
370370,"more","few","a","add"
370370,"a","on","put","and"
370370,"first","very","the","for"
370370,"of","out","it","get"
370370,"for","pay","to","going"
370370,"in","living","am","i"
370370,"use","really","could","i"
370370,"to","hoped","had","i"
370370,"were","u","thought","i"
370370,"on","planning","was","i"
370370,"way","certain","a","in"
370370,"of","one","another","is"
370370,"than","better","much","is"
370370,"am","i","today","me"
370370,"is","it","life","my"
370370,"the","on","them","of"
370370,"are","they","now","right"
370370,"is","it","that","see"
370370,"been","ve","i","since"
370370,"if","wonder","i","sometimes"
370370,"the","of","will","the"
370370,"them","of","both","to"
370370,"of","middle","the","to"
370370,"out","check","to","want"
370370,"see","to","good","was"
370370,"it","appreciate","really","we"
370370,"at","looked","i","when"
370370,"that","do","not","would"
370165,"is","this","think","i"
369565,"is","it","if","even"
369565,"the","with","deal","a"
369565,"be","to","proud","am"
369565,"the","in","up","ended"
369565,"could","he","that","so"
369565,"than","more","is","that"
369565,"the","for","much","very"
